Award ID,Year,Award Category,Program,State/Province (Abbrev) (Organization) (Organization),FIPS Code (Organization) (Organization),Organization Name (Organization) (Organization),Abstract of the Program,Status Reason
AWD-002660,2023,Health,Arrowhead Regional Medical Center Increases Access to Nutritious Foods for San Bernardino County Residents,CA,06071,San Bernardino County,"In support of a healthy community, San Bernardino County and Arrowhead Regional Medical Center (ARMC) aim to reduce chronic disease and socio-economic disparities through health education, promoting healthy lifestyles and healthy city initiatives, developing outcome-based health services, and increasing collaboration between and among providers and community-based organizations. ARMC partnered with Southland Farmer’s Market Association (SFMA) to support this countywide vision. SFMA is a nonprofit, public benefit corporation that develops certified farmers’ markets through family farmers and consumers. By hosting a weekly Farmers’ Market in front of the hospital, patients and visitors can access fresh, locally grown produce and other healthy choice products once a week while simultaneously gaining access to county programs and resources.",Awarded
AWD-002661,2023,Health,Arrowhead Regional Medical Center Expands Imaging Capabilities,CA,06071,San Bernardino County,"Arrowhead Regional Medical Center (ARMC) has implemented a   Portable Magnetic Resonance Imaging (MRI) system in clinical care, allowing staff to bring traditional fixed neuroimaging MRI capabilities to the bedside of patients. The   Portable MR Imaging System is enabled by advanced artificial intelligence (AI), which offers automated ventricular volume measurements and midline shift detection. Deep learning technology uses artificial neural networks (ANN), loosely modeled after the human brain, to recognize patterns. Thus, the portable system enables ARMC physicians to achieve real-time images as the patient’s condition changes, ultimately allowing the patient’s care team to make timely informed decisions on the patient’s course of treatment.",Awarded
AWD-002662,2023,Health,Arrowhead Regional Medical Center Broadens Telehealth Care,CA,06071,San Bernardino County,"The Arrowhead Regional Medical Center (ARMC) Specialty Clinic Inmate Telehealth Project is a partnership between ARMC and West Valley Detention Center (WVDC) which utilizes video consultations for inmate appointments where clinically possible. The partnership between WVDC and ARMC has seen success in treating patients who require cardiovascular care. ARMC plans to expand video visits to the general surgery and rheumatology service lines over the next two months. Today, ARMC technicians, nurses and physicians see an average of three patients per day and serve a total population of approximately 5,000. Overall, this has positively impacted the community by improving inmates timely access to health care while allowing WVDC to allocate its staff members to other jobs.",Awarded
AWD-002663,2023,Health,Arrowhead Regional Medical Center Partners with County Departments in Response to COVID-19 Outbreaks in Skilled Nursing Facilities,CA,06071,San Bernardino County,"This SO+S Program is a collaboration between the San Bernardino County Department of Public Health, Arrowhead Regional Medical Center (ARMC), and the Department of Behavioral Health. The Program offers expertise and training for staff working with patients most vulnerable to COVID-19. The Skilled Nursing Facilities in San Bernardino County were not alone during COVID-19. They had the support of the Skilled Nursing Facility Outreach and Support (SO+S) Task Force that did everything from hands-on staff training, calling in the National Guard to bolster SNF staffing, staying late into the night or early mornings to make sure all was handled at the SNFs, as well as providing emotional support for some staff who were fearful or exhausted. The SO+S team also developed an innovative approach to staffing called the Quick Response Force, a rapidly- deployed group of health care providers who could fill staffing gaps until reinforcements arrived.",Awarded
AWD-002664,2023,Health,Arrowhead Regional Medical Center Leverages Remote Monitoring to Enhance Patient Safety and Improve Operational Efficiency,CA,06071,San Bernardino County,"Arrowhead Regional Medical Center’s (ARMC) Telesitter Program is a remote monitoring tool designed to enhance patient safety and improve hospital staff efficiency. The program utilizes video surveillance and remote communication technology to allow trained staff to monitor patients remotely. The program was implemented to address patient safety, especially for patients at high risk for falls or other safety concerns, and to reduce the need for additional staff to provide in-person sitting services.

The program provides constant surveillance of patients, which results in the ability for staff to quickly respond to any safety concerns, such as falls or changes in behavior, and to improve hospital efficiency by allowing staff to monitor multiple patients at once. The program also aims to increase flexibility by allowing staff to work remotely, reducing the need for additional staff during peak hours. Additionally, the program has been reported to positively impact the patient experience by providing constant monitoring and care.
",Awarded
AWD-002665,2023,Transportation,Orange County Bridge Program,CA,06059,Orange County,"Orange County Public Works (OCPW) owns and maintains 64 bridges within the unincorporated areas of Orange County. OCPW developed Bridge Inventory Management and Maintenance Program (BIMMP) to organize and monitor bridge inventory, rank bridges by type of work needed, and identify bridge projects for County’s Capital Improvement Plan (CIP) and Maintenance Improvement Plan (MIP). Currently County’s MIP averages $2.5M dollars a year and consists of maintenance of 3-4 bridges per year and County’s 7-Year CIP includes 9 bridges identified for replacement and rehabilitation, valued at approximately $74M.",Awarded
AWD-002666,2023,Information Technology,Print Shop Saves County Over $1 Million,MN,27053,Hennepin County,"Previously, Hennepin County departments relied on external print shops for their most complicated print jobs, such as large format posters and banners, digital cutting services, softcover book bindings, and color printing for high-volume print orders.  Now all these printing capabilities are available as internal services through the IT Central Services department, resulting in significant cost savings. 

During the COVID-19 pandemic and as part of the new hybrid work model, Hennepin County reevaluated its in-house printing practices and reworked processes to create efficiencies and save the county more than $1.2 million in printing costs in 2022. 

IT Central Services surveyed county departments to identify their needs, studied industry best practices, and implemented more high-capacity multi-functional printing and binding equipment. 

Going forward, the department is focused on investing in sustainable print methodologies that do not create chemical waste products and use recycled materials for print jobs, as well as creating printed documents that are more accessible for residents.

Updated equipment and supplies also support the County’s Climate Action Plan by reducing greenhouse gas emissions, conserving energy use, reducing delivery footprints, and preventing waste. 

",Awarded
AWD-002667,2023,Human Services,Homeless to Housing Program,MN,27053,Hennepin County,"Since its launch in mid-November 2021, Hennepin County’s Homeless to Housing program has connected 427 people to dignified, permanent housing. We are continually increasing exits from homelessness into permanent housing through intensive housing-focused case management.

This program was meant to continue the effective practices that Hennepin County piloted during the Hotels to Housing program in 2020 and expand the work to serve people staying in shelters or experiencing unsheltered homelessness. Four teams – Youth and Youth Adult, Long Term Team, Short Term Team and Homeless Access – each include supervisors, social workers, case aides, and case managers.

Currently, the team is working with 467 people, gathering vital documents, breaking down housing barriers, creating housing goal plans, and connecting them to benefits and resources as they work on their housing plans.

",Awarded
AWD-002668,2023,Civic Education and Public Information,Hurricane Ian Social Media Crisis Communication Response,FL,12015,Charlotte County,"On Sept. 28, Hurricane Ian made landfall near Cayo Costa in southwestern Florida as a Category 4 storm plowing a path of destruction. Charlotte County suffered widespread damage from Hurricane Ian. Days leading up to the storm, moments after the hurricane made landfall, and months after the storm had passed, residents needed to receive information about food, water, safety and financial resources to build back stronger. Our social media response highlighted emergency and safety messages, live Q&As, response efforts and offered customer service to our community. Charlotte County’s social media response proved successful as we quickly gained more than 27,000 new followers while boasting over 11.6 million impressions and one million engagements across our six platforms. Using social media during this response cemented our social media platforms as the go-to source for information. Our ability to use social media allowed for us to be in direct contact with our impacted community and provide them pertinent information. ",Awarded
AWD-002669,2023,Civic Education and Public Information,Family Services Center Virtual Tour One-Take Video,FL,12015,Charlotte County,"The Charlotte County Family Services Center opened in August 2021. It is a testament to the county's commitment to providing top-notch health and human services to its residents. The center is a collaborative space that brings together government and non-profit agencies to deliver integrated client services. Its impact has been tremendous, as hundreds of individuals, children, and families have received critical support through its programs.

To ensure the community was aware of this new facility and the resources it offered, Charlotte County employed a variety of communication channels when it opened. In addition to regular outreach efforts, the county went above and beyond to promote the Family Services Center by creating a dynamic and engaging virtual video tour. Featuring all the participating agencies, the video showcased the services provided by the center and its staff, giving the community a first-hand look at the outstanding work being done there. In a time where people were still nervous about venturing out due to the COVID-19 pandemic, this virtual tour provided residents with a sneak peak into the facilty and the support they could receive.

The Family Services Center stands as an excellent example of how local government can take the lead in developing community projects that benefit its residents.
",Awarded
AWD-002671,2023,Health,Older Adult Dental Program,NC,37129,New Hanover County,"Guided by the New Hanover County Master Aging Plan, the Health and Human Services Department and the Senior Resource Center jointly launched a new dental program aimed at providing access to comprehensive dental care for low-income residents aged 55 and older who do not have dental insurance. The program was built to bridge a gap in older adult health services that had not previously existed. Services were designed to enhance and improve health care by providing comprehensive oral health care that is accessible and available within the community through the use of mobile and fixed dental clinics to serve the oral health needs of those 55 years and older. 

Clinics are held three days per week in a variety of settings in New Hanover County. During the first six months of operations, outcomes far exceeded expectations. Nearly 2,000 services were provided to 258 patients who otherwise would not have been able to afford dental health services. Services included diagnostic, preventive, restorative, periodontal, endodontic, oral surgery, and removable prosthetics. ",Awarded
AWD-002672,2023,Human Services,Older Adult Mental Health Program,NC,37129,New Hanover County,"Using American Rescue Plan Act (ARPA) funds, New Hanover County created a Licensed Clinical Therapy Program for older adults aged 55+ to ensure access to mental health counselors through the county's Senior Resource Center. The well-being and mental health of older adults suffered during the pandemic only exacerbated issues of social isolation, anxiety, grief, and depression from stress of the unknown. The health impacts of the pandemic highlighted the need for services, and it continues today as mental health needs are more prevalent than ever. Older adults in New Hanover County now have access to free mental health services providing them with therapeutic services that improve their ability to manage their mental health symptoms, increase their social emotional wellbeing and overall success within our community. Providing older adults with access to mental health services will ultimately lead to resiliency, improved quality of life, and improved health of our community's older adults.",Awarded
AWD-002673,2023,Community and Economic Development,Building Safety Permitting Continuous Improvement Process,NC,37129,New Hanover County,"In March 2022, our community let us know that they were not satisfied with the current system used to issue building permits. Our Permitting Department, Inspection Department, and Office of Strategy conducted a joint 6-month Building Safety Opportunity Review to reimagine how we would improve every aspect of our customer’s experience. The New Hanover County Office of Strategy spent the first 30 days gathering data, listening to our customers, and shadowing Permitting and Inspections, subject matter experts. 

As a result, simple process improvements were developed and implemented and have resulted in increased effectiveness, efficiency and overall customer delight.",Awarded
AWD-002678,2023,Community and Economic Development,Adult Education at Regency Mall: Shopping for Your Future,VA,51087,Henrico County,"Henrico County Public Schools students in the school division’s trades-related programs are helping design and build a 48,000-square-foot educational facility inside an existing mall with a reimagined approach to providing continuing education for the adults. Most construction companies choose not to allow individuals under 18 to work on commercial projects due to regulations and insurance costs. By creating a hands-on commercial construction classroom, the “Adult Education Program Center at Regency Mall” project enabled younger HCPS students to gain valuable instruction in commercial construction. The school division will incorporate career-focused opportunities in licensed practical nursing, apprenticeship training, earning certifications and licenses, and financial literacy along with traditional programming for adults. By creating a one-stop shop adult students will be able to discover and embark on the next steps in their careers. The unique mall design will maintain the concept of “career storefronts” to advertise career opportunities. Because of the mall location, students will have opportunities to eat meals or shop before and after class. The hallway in the portion of the mall housing the new education center will become a common area where students can mingle and work in groups. The environment will resemble a college, but in a mall setting.",Awarded
AWD-002679,2023,Human Services,Adult Education Virtual Learning,VA,51087,Henrico County,"The focus of the comprehensive virtual learning integration project was to expand the technology capabilities of Henrico County Public Schools’ Adult Education Center in an effort to provide students preparing to take their GED tests and English language learners with a robust virtual learning program.

The goal was to provide 50 staff members (composed of adult basic education, adult secondary education and English literacy instructors) with the hardware, software and training necessary to deliver a virtual learning curriculum to adult learners by January 2022. The school division’s Adult Education Center successfully met this goal.",Awarded
AWD-002680,2023,Children and Youth,Career Ambassadors,VA,51087,Henrico County,"Career Ambassadors are Henrico County Public Schools high school students who share their career and technical education experiences and connect career exploration to prospective students and community stakeholders throughout the school year. These students attend elementary and middle school career fairs, conduct elementary classroom lessons, meet and greet prospective technical education students, families and special guests, and assist in community relations when needed. They serve as role models to their peers and demonstrate leadership, academic achievement and technical skills. The purpose of the Career Ambassadors program is to promote career and technical education programming throughout the school division while developing leadership skills and preparing these high school seniors for the world of work.",Awarded
AWD-002683,2023,Children and Youth,Clothing Closet and Food Pantry Help Students Experiencing Homelessness,VA,51087,Henrico County,"Just because students experiencing homelessness have less doesn’t mean they deserve less. In fact, due to the trauma surrounding homelessness, students who are homeless actually need more — especially when it comes to making sure they are comfortable and confident to attend school. Using both grant funding and community donations, Henrico County Public Schools’ McKinney-Vento team created a food pantry for emergency food support and a clothing closet filled with new clothing and shoes for students. ",Awarded
AWD-002684,2023,Civic Education and Public Information,Vet Students Assist Local Police Animal Shelter,VA,51087,Henrico County,"Students in the veterinary science program at Henrico County Public Schools’ Advanced Career Education Center at Hermitage High School began working with the Henrico Division of Police animal shelter one day a week to assist staff with the general care of animals. Students gained experience practicing grooming, bathing and general routine care of animals. Sometimes these animals have been neglected or abandoned by their owners. This endeavor provides extra care for animals  waiting for adoption or  abandoned animals and valuable hands-on experience for students. ",Awarded
AWD-002687,2023,Children and Youth,Dream Home Makeover: Remodeling with a Purpose,VA,51087,Henrico County,"The goal of the “Dream Home Makeover: Remodeling With a Purpose” program was to renovate a vacant county-owned home in less than three months to provide affordable housing to a county resident. Through a partnership with the Henrico County Vocational/Technical Educational Foundation, Henrico County Public Schools (HCPS) students had the opportunity to participate in a unique summer school project that exposed them to the construction trade areas, and earn one high school credit upon completion. This project was part of a summer program offered to rising ninth and 10th grade students who had expressed an interest in the construction trades. It gave students a chance to explore the career opportunities in the four construction trade areas of masonry, carpentry, electrical and HVAC/plumbing in a meaningful hands-on, real-world environment. It also offered a unique experience by participating in a total house renovation. Students gained not only an understanding of the different aspects of construction but also everyday practical skills. The knowledge and understanding of what is involved  in attaining a job in the construction field were taught. As a bonus, the students also had the opportunity to work side by side with contractors hoping to build their talent pool.",Awarded
AWD-002688,2023,Health,Addressing a Local and National Shortage in Health Care,VA,51087,Henrico County,"In 2022 Henrico County Public Schools’ educational specialist for health and medical sciences spearheaded an effort to host an internal job fair for graduating practical nursing students. While job fairs are extremely common, this one was unique in its focus on matching specific healthcare providers with nursing graduates to help fill the gap of healthcare workers in our community. Twenty-three employers from throughout Henrico County were present to discuss  careers and opportunities in their respective organizations in the health and medical fields. The graduates were given information about the attendees before the event so they   could research the employers. They were required to visit all 23 organizations and to create a portfolio that included a skills checklist, certifications earned in the program, personal philosophy, and a resume. As a direct result of this program, 100% of graduating students who passed the National Council of State Boards of Nursing’s NCLEX exam were gainfully employed in the nursing field, one of the highest fields of need in our locality and throughout the nation.",Awarded
AWD-002689,2023,Civic Education and Public Information,Improving Literacy for All Students,VA,51087,Henrico County,"Henrico County Public Schools’ (HCPS) workforce and career development courses are offered to students at Henrico County, Virginia’s Jail East, to provide inmates with the tools to better themselves after incarceration. , so that inmates will have the tools to better themselves after incarceration. In order to qualify for course enrollment, students must receive a grade-equivalent score of 8.0 or higher on the Test of Adult Basic Education, an assessment of adult basic and secondary education knowledge. HPCS’ workforce development instructor at the jail began offering a reading class to diploma-holding adult students who were unable to achieve a passing score on the test.",Awarded
AWD-002690,2023,Health,Nursing Students Support Diaper Ministry,VA,51087,Henrico County,The students in the Henrico County St Mary’s Hospital School of Practical Nursing program used their experience to enhance the health of children in the community by increasing access to diapers for those families who are in need and unable to afford an adequate supply of fresh monthly diapers.  This effort will also impact community outreach and improve opportunities for families struggling and in transition. The program will help them with essential family needs while making seeking out and continuing career opportunities easier.,Awarded
AWD-002692,2023,Children and Youth,Planting Career Seeds: CTE in Elementary Schools,VA,51087,Henrico County,"R.C. Longan Elementary School in Henrico County, Virginia, conducted a pilot career and technical education program for elementary school students during the 2021-22 school year. The program aimed to expose students to Virginia’s 17 career clusters while exploring and developing life-ready skills.  The program focused each month on third, fourth and fifth grades, providing experiences related to career clusters and tied to strands of Virginia’s Standards of Learning state assessments. Other grades also participated in the schoolwide program through announcements, books and other activities.",Awarded
AWD-002693,2023,Children and Youth,Playhouses: More Than Just Fun,VA,51087,Henrico County,"Students enrolled in the Henrico County Public Schools’(HCPS) Advanced Career Education Centers had the opportunity to engage in practical learning experiences to support a community-based nonprofit organization. Those in the Carpentry and Computer-Aided Drafting, or CAD, programs designed and constructed a custom playhouse for the “Home for Good” event, organized through Henrico County, Virginia Court Appointed Special Advocates program (CASA). Henrico CASA is a nonprofit organization that advocates in court for childrens’ best interests and seeks to educate the community about the needs of abused and neglected children. Their “Home for Good” event features playhouses donated by area organizations, which are raffled to raise funds for CASA. Students in the Computer-Aided Drafting program met  design requirements, approved the designs by CASA and then handed off the approved design to HCPS carpentry students to evaluate and construct. In partnering with the community organization, students engaged in a hands-on, meaningful project that reinforced and taught them new skills, including being productive citizens contributing to a community need.",Awarded
AWD-002694,2023,Children and Youth,Solid as a Rock,VA,51087,Henrico County,"Students in Henrico County Public Schools worked on a project with Henrico County General Government to renovate and install a historic concrete bench that surrounds the opening of the county government building. During snow removal in 2019, the bench suffered extensive damage. 

Finding a contractor to complete this project proved challenging for Henrico County, and they turned to the schools to see if one of their masonry programs could complete this project. Students from the Academy at Virginia Randolph had the opportunity to work on and complete this project for the county’s general government. ",Awarded
AWD-002695,2023,Children and Youth,Students Combat the Pandemic by Building Outdoor Learning Spaces,VA,51087,Henrico County,"Henrico County Public Schools (HCPS) sought to provide elementary students with outdoor learning spaces.. With COVID-19 mitigation efforts requiring students to wear masks inside the school, giving alternate spaces where appropriate was essential to in-person learning. With assistance from the HCPS Department of Facilities, students and teachers from the Advanced Career Education Centers carpentry programs set up a manufacturing system to produce more than 110 picnic tables. These tables were distributed across the division’s 46 elementary schools to  help provide outdoor learning spaces for students and teachers. . ",Awarded
AWD-002696,2023,Children and Youth,Elementary Digital Citizenship and Social and Emotional Learning Programs ,VA,51087,Henrico County,"Henrico County Public Schools endeavors to ensure all students are life-ready. An attribute of life-readiness is citizenship. As global citizens, students learn to serve as active participants in a larger society, demonstrating empathy, compassion and respect for fellow community members as defined by the Henrico Learner Profile. Connecting citizenship to technology's increasing role in our daily lives, the school division provides instructional programs and resources that support digital citizenship and internet safety for all students, staff members and families.  
At the elementary level, programming that fosters digital citizenship and social and emotional learning is implemented through regular school counseling curricula. The Elementary Digital Citizenship and Social and Emotional Learning Curriculum programs support students’ functional literacy as digital citizens, as outlined in the Virginia Department of Education’s “Digital Learning Integration Standards: Digital Citizen Strand.” The programs align with the social and emotional learning goals outlined in “Destination 2025: A Plan for HCPS,” the division’s strategic plan. Programs supporting elementary digital citizenship, and social and emotional learning use the research-backed educational resources provided by Common Sense Media and allow students to apply their knowledge through performance tasks.",Awarded
AWD-002697,2023,Children and Youth,Dual-Language Immersion Program at Elizabeth Holladay Elementary School,VA,51087,Henrico County,"Elizabeth Holladay Elementary School in Henrico County is home to 594 students in Kindergarten- Fifth grade. Of those 594 students, 248 (42%) speak Spanish as the primary language in their homes. Dual-language immersion is an instructional program where students simultaneously learn grade-level content in both English and Spanish. Teachers plan lessons, create engaging activities, and assess students in both languages. Upon enrollment in Kindergarten, parents elect to opt-in to the program, and a lottery is drawn in July each year to determine the Kindergarten cohort. Once in the dual language program, students remain in the program as they advance from one grade level to the next at Holladay Elementary. ",Awarded
AWD-002698,2023,Community and Economic Development,First Tee Golf,VA,51087,Henrico County,"Henrico County Public Schools implemented a new program during the 2022-23 school year: “The First Tee School Program at Belmont Golf Course.” The program has been made possible through a partnership among Henrico County Public Schools, Belmont Golf Course and nonprofit First Tee - Greater Richmond, as well as volunteer efforts through our local colleges, universities and communities. The goal of the First Tee program is to use golf as a platform for character development. The curriculum includes motor skill development in golf skills of chipping, pitching, putting and driving. Our aim is to build confidence and character while providing access to authentic golf experiences in a safe and friendly environment. The First Tee program has resulted in 100% of our students improving upon benchmark psychomotor skills and learning outcomes.",Awarded
AWD-002700,2023,Parks and Recreation,Greenhouse and Landscaping Students Team Up With Recreation and Parks,VA,51087,Henrico County,"Students in Henrico County Public Schools’ Advanced Career Education (ACE) Center at Hermitage greenhouse and landscaping programs have been growing fall pansies since 2021 for the Henrico County Recreation and Parks Department. Each fall, the Henrico County Recreation and Parks adorn the entrances of the county parks with pansies for splashes of fall color. Students begin planting seedlings as soon as school begins in September to prepare for an October delivery just in time for the fall growing season. More than 1,000 6-inch potted plants have been grown by students, meeting specific color and size requirements that park patrons enjoy each fall. ",Awarded
AWD-002701,2023,Information Technology,Hamilton County Recording Notification Service,OH,39061,Hamilton County,"When Scott Crowley was running for the office for the Hamilton County Recorder in 2020, he pledged to do something about the rise of Property Fraud in Hamilton County. Nothing was in place to help safe guard property owners in Hamilton County, Ohio. Upon winning and taking office January 1, 2021, on his first day, he instructed his Chief of Staff and IT Director to find a way to combat this problem. This was the beginning of implementing a Recording Notification Service to protect your property against Property Fraud. After a successful custom installation and back testing, the program was rolled out to the public in April of 2022. The outcome was well received. Individuals can sign up for free and have the peace of mind that someone is watching out for them. Hundreds of individuals have signed up for this service. The first use of a QR code at the Hamilton County Recorder’s Office was associated with this program.",Awarded
AWD-002702,2023,"Personnel Management, Employment, and Training",Job-Embedded Interactive Panel Professional Learning,VA,51087,Henrico County,"When supply chain issues delayed the installation of 1,500 new interactive panels in Henrico County Public Schools classrooms, the installation timeline moved from the fall semester to the winter semester. HCPS leaders redesigned and implemented a flexible, job-embedded professional learning plan to empower teachers to quickly gain proficiency to maximize the impact of the new innovative instructional technology starting the first day they receive the panels. The training plan focused on meeting teachers where they were, both in personal level of comfort with technology and through training at their school and in their classrooms. Each teacher received access to an ""anytime, anywhere"" online orientation course, a choice of live webinars with a trainer, ""Day One"" in-person support from an innovation coach in their classroom, and ongoing job-embedded support and training throughout the school year. Eighty-seven percent of teachers were satisfied or very satisfied with the professional learning, and 86% were satisfied or very satisfied with the interactive panel's positive impact on student engagement, collaboration, and learning outcomes. One teacher said, ""I greatly appreciated the online panel professional development [training] that I completed ahead of time over a break. Also, the in-person support has been wonderful.""",Awarded
AWD-002703,2023,Libraries,The Library Learning Commons Project,VA,51087,Henrico County,"Henrico County Public Schools’ (HCPS) Library Learning Commons project reimagined the school division’s libraries by designing a library environment that empowers agency and amplifies deeper learning for all students. Updated Library Learning Commons spaces will provide learners with varied opportunities to:
●	Access diverse collections: Provide easy access to diverse collections supporting personalized selections based on interest to cultivate a love of reading and LifeReady literacy and grow as global citizens.
●	Collaborate: Provide collaborative spaces where learners can form partnerships with other learners, share learning and engage in student-led presentations to better develop communication and collaboration skills.
●	Create: Provide a collaborative workspace for making, learning, exploring and sharing that cultivates a “maker mindset” and develops critical and creative-thinking skills. Creating can be digital, physical, spatial, or experiential and allow learners to connect and create with their talents, interests and passions. 
●	Showcase learning: Provide space that encourages students to showcase their learning, demonstrate progress and receive feedback developing communication and collaboration skills.
●	Independent space: Provide a space for processing and evaluating information and constructing meaningful knowledge to support student learning goals and develop critical-thinking skills. 

In 2022, 32 HCPS school libraries were selected for updates to support the Library Learning Commons project.",Awarded
AWD-002704,2023,Children and Youth,Local Police Department and Students Build Relationships,VA,51087,Henrico County,"Varina High School is one of Henrico County Public Schools’ nine comprehensive high schools. Varina has approximately 1,600 students, some of whom face economic and social challenges. The Family and Consumer Sciences Department offers various classes on subjects from relationships to culinary arts. During a class discussion, students had expressed fears — and sometimes a lack of respect — for police officers and their jobs. "" This was the best way to dispel this way of thinking would be to bring them together through a “family” meal. Twelve Henrico County police officers, including the two of Varina High School’s school resource officers, came together in the kitchen for a meal prepared by the students. Students had questions prepared to ask the officers and the conversation flowed between them. By the end of the meal, everyone involved was talking, laughing and, most importantly, gaining a greater understanding of each other’s perspectives.

Twelve Henrico County police officers, including two of Varina High School's school resource officers, participated in the conversation and dining to help bridge the two groups. The officers' energy allowed for a safe space for the students to be open to asking and answering questions. The engaging sound of talking and laughing opened the door for a greater understanding of each other's perspectives.",Awarded
AWD-002705,2023,Children and Youth,Rolling Resource Center,VA,51087,Henrico County,"During the summer of 2022, Henrico County Public Schools and community partners collaborated to bridge, build and boost community relationships across Henrico County. This multidimensional collaboration included strong engagement with apartment communities (e.g., Hope Village, Woodman West and St. Luke) to successfully remove barriers such as transportation, internet access and language support. 

Over the course of six weeks, partners engaged families by sharing resources to support basic needs, playing math- and literacy-focused games, connecting with families previously identified as chronically absent and conducting pre-K and kindergarten registration. 

Participants in the effort to increase the effectiveness and reach of community engagement efforts included: 
●	HCPS Division of Family and Community Engagement (logistics, community outreach, basic needs support, family engagement, kindergarten enrollment awareness)
●	HCPS Department of Federal Programs (McKinney-Vento outreach, pre-K enrollment awareness)
●	HCPS Division of Learning (literacy, math and learner engagement)
●	HCPS Department of Student Support and Wellness (social and emotional learning, absentee outreach)
●	Henrico County Public Library (literacy, art activities).

Outcomes of this collaborative initiative include 23 visits, which engaged more than 1,500 children and caregivers.",Awarded
AWD-002712,2023,"Personnel Management, Employment, and Training",On-Demand Support for Teaching With Technology,VA,51087,Henrico County,"Henrico County Public Schools is committed to providing all staff and students with the essential technologies to support student life-readiness as defined by the division's graduate profile, the Henrico Learner Profile. In the 2022-23 school year, HCPS staff members engaged with multiple new teaching and learning technologies, including new devices and division-procured digital learning resources. To help all staff members use these new technologies, HCPS' innovation team created the On-Demand Support for Teaching with Technology webpage. The page is hosted on the division's HCPS U website, an online hub where staff can access division-provided professional learning opportunities. To help staff self-prepare and become comfortable with the new technologies, the On-Demand Support for Teaching with Technology web page includes quick-start guides for the technology required for teaching and learning. ",Awarded
AWD-002713,2023,Information Technology,Protecting Student Privacy Through the Digital Resources Menu,VA,51087,Henrico County,"The coronavirus pandemic and subsequent transition to virtual learning increased the number of ""free"" online learning resources and applications accessed by school divisions across the U.S. Teachers signed up for many free resources to help with this abrupt change, giving those companies access to students' personally identifiable information. The Henrico Digital Resources Menu project focused on providing Henrico County Public Schools staff, students and families with access to a digital learning platform that would help them make informed decisions about selecting resources that protect student privacy while maximizing learning opportunities for our students.",Awarded
AWD-002715,2023,Children and Youth,"Spokane County Initiative for Student Wellness (ISW): School-Based Screening, Brief Intervention, and Referral to Treatment (SB-SBIRT) Program",WA,53063,Spokane County,"The Initiative for Student Wellness (ISW) School Based-Screening, Brief Intervention, and Referral to Treatment (SB-SBIRT) is an innovative intervention and treatment program created by the Spokane County Community Services Department (CSD) in response to critical mental health and substance use needs faced by youth. The ISW:SB-SBIRT identifies this need through the implementation of a universal screening tool that provides a snapshot of the overall wellbeing of middle school and high school aged youth using an evidence-based questionnaire. Results from the screening survey are compiled and students are assigned a risk category based on various factors, including immediate risk and physiological needs. Follow up is provided to any youth identified at risk or requesting follow up, including mental health treatment services when necessary, until referred to an outpatient provider. All services provided by the ISW program are available to any youth within the participating schools, regardless of insurance coverage or ability to pay. Through the ISW program, Spokane County seeks to change the approach to youth mental health treatment, recognizing the importance of preventative treatment through implementing targeted upstream interventions to address emerging challenges, while ensuring critical treatment services to address immediate mental health needs. ISW:SB-SBIRT’s innovative and comprehensive model promotes a healthier and more vibrant community, while working to ensure equitable access to necessary mental services for all youth in Spokane County.",Awarded
AWD-002716,2023,Human Services,Culturally Specific Mental Health Services,MN,27053,Hennepin County,"National and local research has demonstrated that in most communities across the nation, inequities have persisted over time across racial and ethnic groups in both access to behavioral health supports and behavioral health outcomes. In Minnesota, communities of color consistently access supports at lower rates than their White counterparts, and consequentially, communities of color experience mental health challenges at disproportionately higher rates and for longer periods of time. At the root of these disparities, behavioral health systems have historically prioritized funding for, and centered policy design around, westernized approaches to care. More equitable behavioral health systems require both flexible definitions of mental health and integrated, culturally specific models of care. Towards this end, Hennepin County partnered with more than 20 culturally specific mental health providers serving 15 cultural groups across the county in 2022. Nearly all of these providers accessed County funding for the first time through this initiative. As of December 2022, 1,400 residents have newly accessed culturally specific mental health supports through this initiative and more than 19,000 residents have been engaged. Through low-barrier contracting and flexible service designs, new models of care have been seeded and existing culturally specific models have expanded to reach more county residents.",Awarded
AWD-002717,2023,Community and Economic Development,Newcomer Event ,VA,51087,Henrico County,"As a result of stakeholder climate surveys and the regular influx of non-English speaking families and refugees to Henrico County, Virginia, Henrico County Public Schools’ (HCPS) Office of Equity, Diversity and Opportunity planned and implemented its first Newcomer Event in the fall of 2022. Through the “Action for Equity framework,” the Newcomer Event highlighted resources and employment opportunities for families who have recently moved — or fled — to Henrico County.. One of the biggest challenges these families face is access: to resources, communication and employment opportunities. The immigrant population in Henrico County is facing each of these obstacles. 

The HCPS Office of Equity, Diversity and Opportunity plans to continue supporting these families through future newcomer events. The second event will be in spring of 2023. We hope these events will positively affect these newcomers’ sense of belonging, awareness of opportunities and connection to Henrico County and HCPS. ",Awarded
