Award ID,Year,Award Category,Program,State/Province (Abbrev) (Organization) (Organization),FIPS Code (Organization) (Organization),Organization Name (Organization) (Organization),Abstract of the Program,Status Reason
AWD-001396,2022,Information Technology,Miami-Dade County Billing Dashboard,FL,12086,Miami-Dade County,"In April 2021 Miami Dade County migrated to a new financial system which led to a high volume of demand for billing charges and details.  Due to the migration of the new financial system the previous financial reports and dashboards became obsolete. The IT Service Management developed a new Billing Dashboard through a business intelligence solution using Power BI.  Both the IT and Finance teams cooperated to identify the data sources needed to develop a dashboard that makes tasks easier by putting all of the key information in one location.  Along with combining multiple data sources through Power BI, the customer can view additional details related to the tasks and work orders associated with the charge.

The Informs Billing Dashboard offers customers and departments the ability to view details for their charged transactions. The dashboards simplify the end users' methods by providing a variety of filters and choices to display their data such as customer id, customer department, invoice id, journal id, task, projects, and date range.   As a result, end-users are able to organize and present the data in many ways. In addition, an invoice template was developed for end-users to quickly search and print invoices. The Dashboard is accessible through approved permissions. Furthermore, role-level security views were created for users to see data within their specific departments. 

This dashboard is now being utilized county-wide by approved end-users, proving to be an easy self-service way to view key data and metrics. The dashboard allows end-users the ability to capture business intelligence and insight to take corrective actions and make proactive decisions. Additionally, replacing obsolete reporting systems with dashboards and advanced analytics saves time providing organizations the tools to improve  account receivables performance. It has significantly improved end-user’s response time researching charges inquiries, as well as providing safer tools and transparency allowing individuals to verify results and correct errors.
",Awarded
AWD-001397,2022,Information Technology,Law Enforcement Information System (LEIS) Modernization Project,FL,12086,Miami-Dade County,"The modernization of the Law Enforcement Information System (LEIS) replaces a legacy system which was originally developed to run on the mainframe environment.  This legacy technology predates modern technologies by decades, and therefore it had become too difficult to find staff who could support it.  An initiative was made to rewrite this legacy system using modern cutting-edge technologies.  The new system incorporates all the functionality of the legacy system, in addition to lots of new functionality.  The new system is used to run clearance checks against many data sources (local, state, national, Canadian, and Interpol), on various records including people, vehicles, vessels, aircrafts, guns, articles, and more.  It allows police, dispatchers, Public Service Aides, detectives, and records personnel, to determine the status of these records, and therefore act accordingly.  The system is also used to enter and maintain, at both the local and Florida Department of Law Enforcement (FDLE) levels, the statuses of stolen, towed, abandoned, repossessed, and seized tags (STARZ) type vehicle and vessel records within Miami-Dade County.  In addition, the Miami-Dade Police Department’s Central Records Bureau (MDPD-CRB) uses the system to broadcast BOLO alerts, as well as to send and receive administrative messages between external law enforcement agencies, at the local, state, and national levels.",Awarded
AWD-001398,2022,Information Technology,311 Call Center Integration with Enterprise Asset Management (EAM) System for Traffic Signals & Signs,FL,12086,Miami-Dade County,Traffic Signals & Signs (TSS) is a division within the Department of Transportation and Public Works (DTPW) in Miami-Dade County.  TSS is currently utilizing Infor EAM (Enterprise Asset Management) modules for asset and work management.  A new process was developed to replace an outdated interface of the county’s 311 Hub into the Public Works System (PWS) with and interface directly into EAM. ,Awarded
AWD-001400,2022,Information Technology,Enterprise Asset Management System integration with ERP,FL,12086,Miami-Dade County,"Miami-Dade County's Enterprise Asset Management System (EAMS) IT support staff re-designed and developed data integrations with the County’s new ERP system.  EAMS is the County’s enterprise work order system used for the maintenance of county assets managed by departments such as Transit, Parks, Internal Services, IT, Public Works, and Fire.  The County’s new ERP is the system of record for Human Resources, Procurement, Finance and Budgeting and replaced the county’s financial legacy systems in April 2021.   This lengthy integration project undertaken by EAMS support staff, to replace interfaces with the legacy financial applications, spanned from August 2019 through April 2021 go-live and involved in-house collaboration, software self-training and development to comply with new requirements and deadlines all while working remotely and via Microsoft Teams due to the Covid-19 pandemic.  ",Awarded
AWD-001401,2022,Information Technology,No Wrong Door Training Dashboard ,FL,12086,Miami-Dade County,"The No Wrong Door training was a mandatory training to be completed by all county employess by a specific date per the Mayor’s announcement. This created an opportunity for the ITD department to create a dashboard that would capture all training processes from beginning to end. The Service Management Division using Power BI  combined employee data sources, along with training data information hosted on a SharePoint site.  This information allowed us to develop a dashboard that would capture registered, unregistered, and completed training of employees in the ITD department.  By combining multiple data sources through Power BI, executives and management were able to quickly see the total employee count and percentage of who had completed vs uncompleted training, as well as trends of the training dates by registered, unregistered, and completed. 

The dashboards simplified the process of tracking training by giving end-users a variety of filters choices to display their data, such as employee name, assistant director, division, registered, completed, and unregistered.  In addition, attendance and double registration analysis report were added to quickly update records and correct duplicate registrations. This dashboard has proved to be an easy self-service way to view key data and metrics related to training.  Moreover, replacing traditional training reporting systems with live dashboards has improved training attendance, coordination, and performance. It has significantly improved end-user’s response time and completion rates of training for ITD employees, as well as providing safer tools and transparency allowing individuals to verify results and correct errors.
",Awarded
AWD-001402,2022,Information Technology,FIBRS Compliance Project / Crime Analysis System Modernization,FL,12086,Miami-Dade County,"The Florida Department of Law Enforcement (FDLE) mandated that all Florida law enforcement agencies comply with a new standard of universal crime reporting (UCR) by 2021.  The new standard, based on the National Incident-Based Reporting System (NIBRS), but modified for Florida (FIBRS) required changes in multiple existing police systems.  Many new items and relationships that did not exist under the Summary Reporting System (SRS) needed to be created.  A new rule engine was needed to process input from existing and new police data to ensure that the data was FIBRS compliant before submission to FDLE.  To add complexity to this task, some parts of existing police systems were too old to effectively update – the tools were unsupported and/or not compliant with modern standards of system development.  A joint initiative between Miami-Dade Police (MDPD) and Information Technology (ITD) departments began in 2017 to meet that requirement and the solution was implemented in 2021. ",Awarded
AWD-001403,2022,Information Technology,Safety Cell Tracking System,FL,12086,Miami-Dade County,"Miami-Dade County Corrections and Rehabilitation Department (MDCR) Safety Cell Tracking System automates the approval and tracking process associated with individuals assigned to safety cells from the time of assignment to release.   It consists of an Initial Assignment module, Medical Authorization, Mental Health Authorization, Facility Tracking, Departmental Tracking, and Closure.   The system features :  
•	Documentation of the review process, clearance to proceed or rejection decisions 
•	Dashboard, queues, workflows, escalations, alerts, and notification process to ensure that the inmate is evaluated at the appropriate intervals as required by mental health or special needs 
•	Web services to retrieve inmate arrest, cell history, court case, judge, attorney related information from the County’s Criminal Justice Information System (CJIS), web services to an Inmate Profile System for Keep separate and incidents information, web services to retrieve Mugshot, webservice to retrieve electronic arrest affidavit,  and an interface to an Employee database for officer information. 
•	Active Directory and reusable role based security 
•	Custom PDF viewer 
•	User configurable parameters, automated application error logging, and an email notification of application alerts and errors  
•	Automation of manual forms to include an Inmate Profile and Facility Checklist amongst other reports. 
",Awarded
AWD-001404,2022,Information Technology,Automation of the Miami International Airport Part139 Inspections,FL,12086,Miami-Dade County,"Major airports like Miami International Airport (MIA) require an operational certificate to ensure the safety in air transportation. As a Part 139 Certificated airport, one of the many required components of the Part 139 Certificate include conducting the daily airfield Self-Inspection. At the time of this project, these inspections were performed and cataloged using paper data collection. The solution created for MIA is a digital transformation known as the MIA Operations Dashboards that combines ArcGIS Operations Dashboards and Survey123 in an ESRI Story Map. It is the result of a collaborative effort between MIA, ITD/Geospatial Solutions and ESRI. The app is intuitive, with smart inspections forms and dashboards. It helps to visualize inspections and discrepancy data in real-time, creating historical data and identifying trends, instead of sticking to static data on a paper map.",Awarded
AWD-001405,2022,Libraries,Community Navigators ,NC,37035,Catawba County,"The Catawba County Library partnered with Appalachian State University to host interns from the School of Social Work to work at the library, interviewing high-need patrons, assessing their most immediate needs, and referring them to community resources when possible. Through direct interactions, interns helped citizens navigate services, provided mental health first aid, and facilitated training for library staff including de-escalation strategies and trauma informed care. This project allowed the library to strengthen our capacity to connect people to essential resources and to empower library staff to provide exceptional programs and services. It expanded our community's access to resources for learning and success in school, work, and life by engaging in a deeper and more meaningful way to meet patrons in need where they are without judgment or stigma. This project further strengthened the library’s approach to helping people in need of social-service assistance and reinforces the value of public libraries as a critical community resource aligned to meet community need.",Awarded
AWD-001406,2022,Information Technology,COVID-19 Vaccine Reporting,FL,12086,Miami-Dade County,"The start of COVID-19 vaccine distribution in December 2020 for people 65 and over was a significant occasion for Florida.  Florida has 4.5 million residents in this age group, the state has one of the largest elderly populations in the country, 450,000 (10%) of these residents live in Miami-Dade County. There were so many eligible residents and so few vaccines at the start, it soon became critical to not only track the progress of the vaccination effort, but also provide equitable allocation. To accomplish this in a timely and organized manner, Miami-Dade County’s mayor, Daniella Levine Cava, issued Emergency Order 32-20 ordering county hospitals and municipalities administering vaccines to report vaccination information daily. By taking advantage of Esri’s ArcGIS Online platform and its commercial-off -the-shelf (COTS) capabilities, a series of forms and applications were quickly developed to facilitate the reporting effort and ensure the accuracy of the information.",Awarded
AWD-001407,2022,"Arts, Culture and Historic Preservation",Hmong Keeb Kwm: The Hmong Heritage Project,NC,37035,Catawba County,"The Catawba County Library worked with the Hmong community, the Historical Association and Digital Heritage NC to collect, curate, and preserve a digital collection of the twentieth-century history of Hmong migration and community-building within the region. Hmong individuals and families were invited to share their experiences, cultural heritage and artifacts, allowing the library to preserve them and make them accessible online for everyone including future generations. Hmong Keeb Kwm: Hmong Heritage included several cultural events, sharing and celebrating the traditional music, food, dance, and literature of the Hmong culture. This project helped the library strengthen and build community through collaboration and partnerships with the Hmong citizens and other organizing institutions. It provided a platform for the library to deliver high-quality, lifelong learning opportunities that support growth for diverse community populations. It demonstrated respect for the Hmong culture and promoted awareness and understanding through the collected items and cultural programs. The Historical Association was able to increase the authentic representation of a previously underrepresented segment of our population and able to better document Hmong migration for use in future exhibitions and programming. ",Best in Category
AWD-001408,2022,Information Technology,Surge Outreach,FL,12086,Miami-Dade County,"In June 2020, Miami-Dade County reported close to 40,000 positive COVID-19 cases and 1,000 deaths, both totals the highest in Florida. To help flatten the curve and stop the spread of infection, County government formed Strategic Unified Response to Guideline Education (SURGE) Outreach Teams made up of community volunteers and County employees. SURGE Teams were tasked with visiting residents and business owners in hotspot and vulnerable population areas throughout the County to provide information of the importance of maintaining social distancing, handwashing and wearing masks. The Teams also handed out kits with sanitizer and masks. Miami-Dade County is the most populated county in the state with a population of 2,700,000 and the third largest in area with 1,946 square miles, a strategy had to be implemented to identify the vulnerable areas to visit and plan how to make the best and most efficient use of the SURGE Teams. A series of processes were developed using Geographic Information Systems (GIS) to identify the areas to visit, create walkable routes, interactively assign routes to SURGE Teams and track progress. When the program ended in January 2021, eight million residences and businesses had been visited by the SURGE Teams, a huge undertaking.",Awarded
AWD-001409,2022,Information Technology,Miami-Dade County New Open Data Site,FL,12086,Miami-Dade County,"The Miami-Dade County Open Data Hub is a cloud-based engagement platform that allows our organization to communicate more effectively with the community, allowing citizens and professionals alike to access our publicly available data, maps, and apps. The Hub includes a catalog of searchable content, giving users access to search for data, maps, and apps using keywords in the search bar or by selecting given categories to find filtered results. The purpose of the Hub is to simplify the process of searching for publicly available content for those who are not so computer savvy, while still giving professionals who are in the industry tools to access this data in a format they can use to consume and expose the data. The Hub currently receives over 20 million hits monthly to various items on the site, confirming the community use of the Hub and its success.",Awarded
AWD-001410,2022,Information Technology,Surfside Building Collapse Support ,FL,12086,Miami-Dade County,"On Thursday, June 24, 2021, at approximately 1:22 a.m. EST, Champlain Towers South, a 12-story beachfront condominium in Surfside, partially collapsed. Miami-Dade Fire Rescue Department responded with more than 80 units to the site. Many local, state, and federal organizations were activated to support the efforts of search and rescue at the incident site. The Geospatial Technologies Division from the Information Technology Department (ITD) formed a team to support the Office of Emergency Management (OEM) and the Incident Site onsite and off-site by developing, maintaining, and supporting geospatial datasets, applications, ad-hoc requests, reports, and maps used by the Mayor’s Office, Incident Management Team (IMT), and other strategic support groups from National Institute of Science and Technology (NIST), FEMA, FL-1 & FL-2 rescue teams, MDFR, EOC, MDPD, and DSWM.

",Best in Category
AWD-001411,2022,Civic Education and Public Information,Tip of the Spear,MT,30063,Missoula County,"Tip of the Spear is a podcast about the people, policies and programs of Missoula County, Montana. Our goal is to help our constituents understand local government through informative and unique stories about current issues facing our community.

From our elected officials, staff and community partners, the Missoula Board of County Commissioners interview the people who work in local government, as well as the community partners we collaborate with, to learn more about their public sector projects. They explore policy issues that impact local governments and the innovative solutions implemented to address them. They also highlight different County departments and learn how their work balances urban and rural needs while collaborating with city government and rural residents.

Since the podcast was launched in November 2021, it has already received more than 1,500 downloads and continues to be an engaging tool to help expand the County’s communication outreach. 
",Awarded
AWD-001412,2022,"Arts, Culture and Historic Preservation",Co-Creating a Land Acknowledgment at the San Bernardino County Museum ,CA,06071,San Bernardino County,"In 2020, the San Bernardino County Museum led a project to create a Land Acknowledgment in collaboration with indigenous tribal governments in order to more effectively and authentically connect the public to the Museum’s mission and cultural spaces.   

The San Bernardino County Museum, in partnership with two southern California indigenous governments, San Manuel Band of Mission Indians, and Morongo Band of Mission Indians collaborated to develop a Land Acknowledgment to engage visitors at the museum’s entry with the goals of (1) honoring and acknowledging the native presence on which the museum and its historic sites are sited, (2) creating a safe and welcome entry point for tribal members, and (3) highlighting native voices and language.  

In this collaboration, the County Museum and tribes conceptualized and created a Land Acknowledgement that celebrates cultural contexts, and includes graphics and audio systems to create a unique way of engaging in a way that has been traditionally silent and untouchable. 

This collaborative process actively engaged County officials and museum staff, tribal partners, and now museum visitors, to produce an historic, impactful, and intentional cultural experience. 
",Awarded
AWD-001413,2022,Criminal Justice and Public Safety,Courageous Conversations and Reimagining Public Safety,VA,51153,Prince William County,"In August of 2020, the Prince William County Police Department and Virginia Department of Criminal Justice Services (DCJS) began a year-long series of listening and learning exchanges titled Courageous Conversations as part of DCJS’s broader investment in community and law enforcement partnerships state-wide. The purpose of the project has been to support enhanced relationships between key community representatives and law enforcement officials based on clear and honest communication to listen and understand each other’s perspectives and goals. This was a unique opportunity to further strengthen the Police Department’s commitment to ongoing citizen and community engagement and collaboration, enhance public trust, and improve the delivery of police services to the public.

As a direct result of this initiative, the focus group hosted an inaugural Community Fair on September 25, 2021. The goal of the Fair was to create another opportunity to foster lasting relationships with our diverse community by bringing together citizens and members of our agency in a safe, trusting environment. As part of the recruitment effort at the event, the Police Department utilized a “rapid hiring” process through which the initial hiring phases were completed during the event to make conditional offers of employment on-site during the Fair.",Awarded
AWD-001414,2022,Children and Youth,Child Welfare Father Engagement Services,NC,37183,Wake County,"The involvement of fathers and paternal family members are important to a child’s development and growth, but historically child welfare agencies have not been as effective in engaging fathers as they are with mothers in ensuring the permanency, safety, and well-being for the children they serve. The failure to engage fathers often increases the length of stay for children in foster care. 

In 2016, Wake County Health & Human Services Child Welfare Division developed the “Father Engagement Service” model to provide culturally relevant father-friendly services that increase: reunification rates between fathers and their children; self-sufficiency among fathers, and engagement of fathers in the lives of their children. Through this model fathers have access to 1:1 coaching, a support group, a referral line, and community education and training.
 
To ensure sustainability and success, this work is guided by the “Wake County Father Engagement Steering Committee.” This group meets monthly to assess the needs of fathers in Wake County and to develop resources and supports to address barriers to services. Since the inception of the Father Engagement Service model, the Division has seen increases in reunification rates, fathers engaging in services, grant revenue for the county, and increased community partnerships. This work has also provided a platform to support the county’s racial justice efforts.",Awarded
AWD-001415,2022,County Administration and Management,Online Mineral Processing Tool for Air Quality Permitting,NV,32003,Clark County,"Air quality permitting for mineral processing operations requires an evaluation of the potential to emit regulated air pollutants to the atmosphere. Air pollutants are emitted from a multitude of equipment and activities. Given the unique configuration of each processing plant and varying numerical factors used to calculate potential air emissions, maintaining accurate and consistent methodologies across all permitted operators creates significant challenges for a regulatory agency. Additionally, the complex nature of emissions calculations for mineral processing operations often results in confusion and errors on the part of permit applicants.  Conventional practices include preparing applications based on overly simplified calculations, which can misrepresent potential emissions, or highly tailored calculations, which can conflict with the county's standard practices and result in inconsistent treatment across its customers. The development of an online application tool that incorporates acceptable methodologies and provides a platform to select from dropdown menus and perform calculations automatically has proven useful to everyone involved. Benefits include reducing the time and effort associated with preparing and processing applications, and meeting the county's minimal standards upon submittal.",Best in Category
AWD-001416,2022,Civic Education and Public Information,Resilient and Real Podcast,CA,06071,San Bernardino County,"The Resilient and Real podcast, presented by the San Bernardino County Department of Behavioral Health (DBH), features open and honest discussions with subject matter experts, consumers, and staff regarding mental health, substance use disorders and self-care, to promote prevention, intervention, recovery, and resiliency for individuals, families, and communities. Topics range from suicide prevention, addiction, depression, mental health stigma, culture, careers, and other wellness related topics. To date, the Resilient and Real podcast is rated five stars on Apple Podcast and listened to in more than 30 cities, 29 states, and 17 countries.",Awarded
AWD-001417,2022,"Personnel Management, Employment, and Training",Outreach Training Program,CA,06071,San Bernardino County,"The Department of Behavioral Health (DBH) Outreach Training Program equips staff from different programs with the skills to effectively promote the department’s programs and services to a variety of audiences at different community events. Since first created, the program has improved the administration of outreach across the department and increased the competency of county employees through enhanced training. Consumer and community understanding of County programs and services has also grown through staff's targeted and properly scheduled outreach efforts.",Awarded
AWD-001418,2022,Risk and Emergency Management,Office of Disaster & Safety,CA,06071,San Bernardino County,"The San Bernardino County Department of Behavioral Health’s (DBH) Office of Disaster and Safety provides disaster preparedness and response, as well as safety operations coordination supporting not only the Department’s workforce, consisting of 1400+ employees, but also community-based organizations, and the residents of San Bernardino County. Activities not only include disaster preparedness planning and training but ensures a behavioral health presence and response during local disasters and/or conflict-related events. Disaster and Safety promotes safety, minimizes loss of life and property, and ensures the behavioral health needs of the community are addressed in the event of an emergency or disaster.",Awarded
AWD-001419,2022,Risk and Emergency Management,Project Hope COVID-19 Vaccination Clinics,CA,06071,San Bernardino County,"San Bernardino County is the largest county (by area) in the contiguous United States.  As part of its effort to support the community during our emergency response to the COVID-19 pandemic, the San Bernardino County Department of Behavioral Health (DBH) created several ‘pop-up’ COVID-19 vaccination clinics beginning in early 2021 to help ensure DBH clients, their families, and staff have timely access to vaccines and subsequent booster vaccines. Between February 2021 and December 2021, about 3,000 vaccinations were successfully administered to approximately 2,220 members of the general public, many of whom were DBH clients, as well as approximately 700 San Bernardino County employees from multiple departments. ",Awarded
AWD-001420,2022,Health,Partnership with Community Pharmacies,CA,06071,San Bernardino County,"Outpatient pharmacies have always been an essential community partner with the San Bernardino County Department of Behavioral Health (DBH) in helping meet the mental health needs of those we serve. Traditionally, pharmacies have almost solely been involved with the dispensing of medications to patients. Due to changes in state laws over the past several years, pharmacists in California are now able to administer injection medications and vaccines to patients as well.  In order to enhance the ease and options available to DBH patients, DBH Medical Services worked to establish partnerships with many of our community pharmacies, to encourage the option of patients receiving doses of their injectable medications at the pharmacy, rather than at a DBH clinic. The program created a new public-private partnership which increased efficiencies and expanded choice to a patient population often saddled with psychosocial hardships.",Awarded
AWD-001421,2022,Planning,Community Program Planning,CA,06071,San Bernardino County,"San Bernardino County Department of Behavioral Health (DBH) utilizes the Community Program Planning (CPP) process to allow for communication between the department and stakeholders regarding our services, outcomes, and other information related to the public behavioral health system of care. Throughout the year, the department hosts or attends approximately 240 CPP meetings where stakeholders are encouraged to share feedback regarding Mental Health Services Act (MHSA) funded programs. The continuous process of gathering and analyzing stakeholder feedback supports the departments’ effort to implement program expansion and/or new programs.  ",Awarded
AWD-001422,2022,Health,Mobile Health Trailer,MN,27037,Dakota County,"The Dakota County Public Health Department planned and purchased a mobile trailer to reach community members facing barriers to COVID-19 vaccination. A significant percentage of people reached by the clinic identified as a race other than White (52%), and 55.5% identified as Hispanic. In 2021, the mobile trailer provided 45 clinics in 24 locations with about one third happening in mobile home or low-income housing complexes, and the rest located at community sites (e.g. community centers), worksites, and schools. 
The trailer was intentionally built to be adaptable so that it could be used for other vaccine and County needs in the future. Public Health staff worked closely with the Dakota County Transportation department to plan for, purchase and build the trailer, and Social Services staff were helpful in connecting to property managers and community partners. The clinics were hosted at a variety of locations including schools, worksites, the Dakota County Fair, and at community organizations.",Awarded
AWD-001423,2022,Financial Management,Implementation of Amendment 10 Through Collaboration Despite a Pandemic: The Volusia County Experience,FL,12127,Volusia County,"In  November 2018, the voters in the State of Florida passed a constitutional amendment, Amendment 10, which for Volusia County would create constitutional elected offices for the Sheriff, Tax Collector, Supervisor of Elections and Property Appraiser.  Under the Volusia County Home Rule Charter, the Sheriff, Supervisor of Elections and Property Appraiser previously were elected Department heads, and the Tax Collector works as a division of the County in Finance as the Revenue 
Division.   Volusia County was the first County to implement Amendment 10 when it took effect on January 5, 2021, through a pandemic.  The County proceeded to move forward with a team to lay out the transition in a two year period..  The direction was simple - work together and make it seamless for our citizens.  The outcome was all parties came together, were respectful to each other’s ideas and developed a responsible agreement.  One year after implementation, the communication is still open, fluid and the parties work collaboratively.  Volusia County has been approached by some of the other counties that are now going to go through the transition and have shared our documents and process.  We hope our experience will assist them in a successful transition.  ",Awarded
AWD-001424,2022,Civic Education and Public Information,Recovery Happens,CA,06071,San Bernardino County,"Recovery Happens is a free community event promoting recovery and the societal benefits of prevention, treatment, and recovery for mental and substance use disorders. Recovery Happens celebrates people in recovery, commends the contributions of treatment providers, and promotes the message that recovery is possible. The event features inspirational messages of hope from a variety of speakers, musical performances, and the opportunity to connect with community resources while providing prevention and treatment information. 

For over 17 years, the Recovery Happens event has provided a space where people regardless of their race, ethnic origin, sexual orientation, gender, age, religion, disability, and/or socio-economic background, can gather to celebrate recovery, without stigma. Recovery Happens offers a platform to unite people, bring an understanding of substance use disorders (SUD) and provide resources to the community along with the message that recovery happens and needs to be celebrated.  
",Awarded
AWD-001425,2022,Criminal Justice and Public Safety,Understanding First Responders Role in Recovery,MD,24025,Harford County,"The opioid epidemic has taken a toll on First Responders. Repeated overdoses and lack of education about substance use disorder has significantly increased compassion fatigue for first responders. Except for training on how to provide Narcan, most first responders do not receive any standardized training regarding substance use disorder. Further, in speaking with first responders, it became apparent that they did not have a strong understanding of addiction, its impact on patients and how, as first responders, they could make a difference. 

“Understanding First Responders Role in Recovery” is a 2-hour training created to help improve understanding of addiction and provide education about the process of substance use disorder (SUD). The training, which has been approved by Maryland Institute for Emergency Medical Services Systems (MIEMSS), for required Continuing Education Units (CEUS), also covers opportunities for First Responders to encourage treatment and provide resources to family members in the home. Further, it includes information on the First Responder’s risk of substance use disorder due to PTSD (posttraumatic stress disorder), long hours, repetitive traumatic calls, and little sleep or downtime. 

This was presented in 2019 and 2021 by Harford County Government’s Office of Drug Control Policy to 12 Harford County Volunteer Fire Companies. Due to COVID, we did not have a presentation in 2020. It was recognized by the Maryland Fire and Rescue Institute and Maryland Institute for Emergency Medical Services System as a best practice. It will be delivered to all members of the Maryland Fire and Rescue Institute as well as Emergency Medical Services System Instructors and Mental Health First Aid (MHFA) Instructors as a Webinar in March of 2022. It will also be presented at the EMS Cares Conference in May 2022.
",Awarded
AWD-001427,2022,Health,IGotMyShot Campaign to Combat Vaccine Hesitancy,FL,12095,Orange County,"In April 2021, COVID-19 vaccines became available to Florida residents 16+. Research revealed that vaccine hesitancy was growing, especially with Hispanic and African American citizens under 50 years old, due to the spread of misinformation and speed of its development. However, research also uncovered that this demographic could be swayed to get vaccinated once armed with facts. The Orange County Government Communications team set out to reach Hispanic and African American residents to encourage vaccination through the #IGotMyShot public safety campaign, using the key messaging that the COVID-19 vaccine is trusted, convenient and free. Our efforts paid off as Orange County Hispanic and African American vaccinations more than doubled and the overall vaccination percentage increased from 28% on the campaign’s launch on April 14, 2021 to 71% by the campaign’s conclusion on September 14, 2021. ",Awarded
AWD-001428,2022,Risk and Emergency Management,We're Testing What?!,FL,12095,Orange County,"In May 2021, Orange County Utilities began its COVID -19 wastewater monitoring program and joined the Centers for Disease Control (CDC) and Health and Human Services (HHS) National Wastewater Surveillance System shortly thereafter. Information derived from wastewater-based epidemiology has proven critical to proactively determining Orange County's overall public health response to the COVID- 19 pandemic.

People who contract the virus shed genetic copies — non-viable pieces of the virus — in their waste for an average of 21 days after initial infection. Orange County Utilities collects wastewater samples from each of its three regional water reclamation facilities and analyzes the results to understand better the virus's circulation in specific regions of the county. By that measure, Utilities can advise county leadership on which areas need additional resources, including vaccination and testing sites. The data also serves as an early indicator for local hospitals on possible patient increases. Using this data to strategize resources has been incredibly helpful in the county's mission to aid its citizens while allocating critical — often scarce — supplies.
",Awarded
AWD-001429,2022,"Arts, Culture and Historic Preservation",Deep Roots & Many Branches: The African American Experience in Charles County,MD,24017,Charles County,"The Deep Roots & Many Branches: The African American Experience in Charles County – A Documentary Series is a short-form video series that highlights the diverse experiences of African Americans in Charles County, Maryland, from an era of forced enslavement to emancipation, community buildings, and entrepreneurship. Charles County has numerous historic sites that reflect its rich cultural heritage, and we understand the importance of preserving these assets to reflect the diversity and continuity of life in Southern Maryland. It is especially important to record the stories of our past now so the descendants of many of these historic aspects can contribute their input and add a more thoughtful and humanized approach to the stories. It is the recollections of our residents that make these stories come alive and are the reason that these stories exist. This special project is ongoing as more stories are uncovered in our community.   ",Awarded
AWD-001430,2022,"County Resiliency: Infrastructure, Energy, and Sustainability",Monitor-Based Commissioning Program,CA,06073,San Diego County,"The County of San Diego Department of General Services has employed a monitor-based commissioning (MBCx) program to ensure that financial investments and energy savings from energy efficiency projects are sustained. This program has ensured energy savings continue over time, resulting in up to $750,000 in annual energy costs being avoided, with another $100,000 in savings being restored. At its core, this program maintains critical energy conservation achieved from new “green” construction and from retrofitting existing County facilities.",Awarded
AWD-001431,2022,Parks and Recreation,Pop-Up Parks Exhibit: 100 Years of Union County Parks,NJ,34039,Union County,"Years of work and planning led to the creation of Union County parks, even before the Union County Parks Commission was established in 1921. Residents and officials documented the landscape using still and aerial photography. Local groups discussed their needs for years before shovels broke ground. The famed Olmsted Brothers Landscaping Architects firm did extensive mapping and illustrations for the proposed parks. As the park system grew, neighborhoods and new development took advantage of the recreational opportunities and open space these new parks provided. All of these stages, events, and documents are captured in photographs stored in the Union County Archives, hidden to most people. 
Union County sought to commemorate the Centennial of Union County Parks in 2021, by displaying images from the Archives, with the goal of celebrating the Parks while informing and educating county residents about the work done creating our parks. The pandemic and COVID Social Distancing requirements dictated that public events and indoor exhibits be canceled. 
Then we recalled a phrase from our parks history: “As long as those in charge of the parks continue to recognize that each generation finds its own way and makes its own rules, the land can only become more important than ever.”
Using the concept of standing in history, we created a portable, a Pop-Up Photo Exhibit, commemorating “100 Years of Union County Parks,” a series photographs capturing the history of the parks over 100 years. The exhibit was created and installed in the Parks, allowing the images and information to be highly accessible while retaining pandemic safety guidelines. The exhibit moved from park to park throughout summer 2021.
Through this exhibit, people were informed about the past while standing in the actual locations where the historic events occurred, envisioning those events through the historic photos. 
",Awarded
AWD-001432,2022,Libraries,Know Your Rights Podcast,AZ,04013,Maricopa County,"In recent years, Maricopa County Library District (MCLD) noticed an increase in patrons asking questions about legal information, legal processes, and the county justice system. Upon further research, the library identified that there is an access-to-justice gap in our communities, leaving millions of people with unmet justice needs. In order to address this access-to-justice gap, The Library District collaborated with the Maricopa County Office of the Public Defender (OPD) to launch a Legal Education Podcast. The Know Your Rights podcast launched in June 2021, airing weekly episodes about topics such as protest rights, bicycle laws, city governance, and even contractor regulations. The mission of the podcast is to provide timely and accurate information about everyday topics with legal ramifications to all members of the community, but especially vulnerable community segments who have a higher amount of unmet justice needs. The podcast has reached nearly 400 listens per month and has led to numerous community partnerships that strengthen Maricopa County as a whole.",Awarded
AWD-001433,2022,Parks and Recreation,Stoney Creek Park,VA,51169,Scott County,Stoney Creek Park was developed with funding provided by an Appalachian Regional Commission POWER grant.  Acquisition of 37.86 acres of property was used to develop a parking area to accommodate 53 vehicles and to install restroom facilities for visitors to Stoney Creek recreational activities including Devil's Bathtub.  The park has allowed visitors a safe place to leave their car while they enjoy hiking or a picnic.  The response to the park has been very positive.  ,Awarded
AWD-001434,2022,Parks and Recreation,Creation of Ravine Landing,MN,27163,Washington County,"Washington County’s Cottage Grove Ravine Regional Park consists of 515 acres of hills and dramatic, heavily-wooded ravines with occasional clearings of old field and prairie, with an unusual variety of vegetation and habitats.
Washington County took the opportunity to rebuild its park shelter in Cottage Grove Ravine Regional Park based on enhanced community engagement. The result was not only a greatly improved community gathering place in one of the county’s premiere parks, but also an opportunity to reach out to the community and build the facility requested and required by the community.
",Awarded
